Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
AAL,"American Airlines Gp",14.04,0.32,+2.33%,13.81,14.18,13.8,34298699,2023-12-12
AAOI,"Applied Optoelect",18.58,0.02,+0.11%,18.51,19.43,18,2362100,2023-12-12
AAON,"Aaon Inc",66.92,0.68,+1.03%,66.3,66.99,65.57,467700,2023-12-12
AAPL,"Apple Inc",194.71,1.53,+0.79%,193.08,194.72,191.72,52696898,2023-12-12
ABCB,"Ameris Bancorp",46.82,-0.25,-0.53%,47,47.22,46.72,338800,2023-12-12
ABCL,"Abcellera Biologics Inc",4.78,-0.01,-0.21%,4.78,4.8,4.65,1039600,2023-12-12
ABNB,"Airbnb Inc Cl A",140.55,-2.36,-1.65%,137.9,141.06,137.58,6823100,2023-12-12
ACAD,"Acadia Pharmaceutica",21.17,0.08,+0.38%,21.31,21.39,20.76,2168200,2023-12-12
ACAH,"Atlantic Coastal Acquisition Corp Cl A",10.52,0,0.00%,10.52,10.52,10.52,100,2023-12-12
ACCD,"Accolade Inc",9.64,0.17,+1.80%,9.45,9.68,9.18,654500,2023-12-12
ACDC,"Profrac Holding Corp. Cl A",7.8,-0.24,-2.99%,7.91,7.93,7.67,663400,2023-12-12
ACGL,"Arch Capital Grp Ltd",80.28,0.67,+0.84%,79.77,80.79,79.54,1372100,2023-12-12
ACHC,"Acadia Healthcr Company",75.91,0.95,+1.27%,74.65,77.24,74.65,657700,2023-12-12
ACIW,"Aci Worldwide Inc",28.32,0.32,+1.14%,27.9,28.51,27.85,584200,2023-12-12
ACLS,"Axcelis Tech Inc",126.19,0.61,+0.49%,125.59,126.97,123.7,474000,2023-12-12
ACLX,"Arcellx Inc",48.05,-4.31,-8.23%,51,51,46.42,2243600,2023-12-12
ACRS,"Aclaris Therapts",1.01,0.037,+3.80%,0.9801,1.02,0.9449,1951600,2023-12-12
ACT,"Enact Holdings Inc",27.68,0.13,+0.47%,27.64,27.83,27.4,273700,2023-12-12
ACVA,"Acv Auctions Inc Cl A",13.5,-0.88,-6.12%,14.35,14.41,13.38,1458100,2023-12-12
ADBE,"Adobe Systems Inc",633.66,8.46,+1.35%,625.86,633.89,623,2968800,2023-12-12
