Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
A,"Agilent Technologies",125.05,-2.66,-2.08%,127.36,124.97,1742600,2023-08-03
AAL,"American Airlines Gp",15.98,0.03,+0.19%,16.02,15.7,40490602,2023-08-03
AAPL,"Apple Inc",191.17,-1.41,-0.73%,192.37,190.69,62243199,2023-08-03
ABBV,"Abbvie Inc",149.05,-0.33,-0.22%,149.36,148.18,4674300,2023-08-03
ABC,"Amerisourcebergen Corp",191.36,-0.07,-0.04%,194.37,190.71,1640900,2023-08-03
ABT,"Abbott Laboratories",107.54,-1.08,-0.99%,108.31,107.14,4947800,2023-08-03
ACGL,"Arch Capital Grp Ltd",77.39,0.03,+0.04%,77.78,76.36,1815600,2023-08-03
ADBE,"Adobe Systems Inc",523.76,-6.54,-1.23%,530.91,522.22,2187500,2023-08-03
ADM,"Archer Daniels Midland",84.97,0.18,+0.21%,85.5,84.29,2134200,2023-08-03
ADP,"Automatic Data Procs",248,0.64,+0.26%,248.81,246.11,1129000,2023-08-03
ADSK,"Autodesk Inc",202.62,-4.16,-2.01%,206.04,202.33,1427300,2023-08-03
AFL,"Aflac Inc",77.05,0.81,+1.06%,77.33,75.68,2800500,2023-08-03
AIG,"American International Group",61.14,-0.13,-0.21%,61.45,60.96,3865000,2023-08-03
AIZ,"Assurant Inc",141.69,-1.07,-0.75%,143.29,139.22,568900,2023-08-03
AJG,"Arthur J. Gallagher & Company",222.2,0.65,+0.29%,222.68,220.45,855600,2023-08-03
ALB,"Albemarle Corp",199.35,-3.54,-1.74%,214.99,198.82,3204500,2023-08-03
ALK,"Alaska Air Group",46.81,-1.11,-2.32%,47.56,46.62,1878200,2023-08-03
ALL,"Allstate Corp",111.36,4.85,+4.55%,111.92,105.85,2727300,2023-08-03
AMAT,"Applied Materials",147.81,0.48,+0.33%,148.7,145.36,4339000,2023-08-03
AMCR,"Amcor Plc",9.77,-0.08,-0.81%,9.9,9.75,13851399,2023-08-03
AMD,"Adv Micro Devices",113.15,3.8,+3.48%,114.96,108.95,90811508,2023-08-03
AMGN,"Amgen Inc",230.7,0.29,+0.13%,231.1,228.21,2322900,2023-08-03
AMP,"Ameriprise Financial Services",352.49,4.73,+1.36%,354.56,344.68,422600,2023-08-03
AMT,"American Tower Corp",185.75,-4.87,-2.55%,190.3,183.68,2493000,2023-08-03
AMZN,"Amazon.com Inc",128.91,0.7,+0.55%,129.84,126.41,91163695,2023-08-03
ANET,"Arista Networks Inc",177.76,0.48,+0.27%,180.93,174,2789300,2023-08-03
