Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
A,"Agilent Technologies",129.87,-6.14,-4.51%,136.05,129.78,1252700,2022-08-26
AAL,"American Airlines Gp",13.74,-0.68,-4.72%,14.54,13.71,23177500,2022-08-26
AAP,"Advance Auto Parts Inc",173.59,-7.4,-4.09%,181.42,173.57,867200,2022-08-26
AAPL,"Apple Inc",163.62,-6.41,-3.77%,171.05,163.56,78960898,2022-08-26
ABBV,"Abbvie Inc",136.35,-2.98,-2.14%,139.85,136.25,3838700,2022-08-26
ABC,"Amerisourcebergen Corp",146.19,-4.23,-2.81%,150.9699,146.03,766700,2022-08-26
ABMD,"Abiomed Inc",258.12,-16.33,-5.95%,274.99,257.65,290400,2022-08-26
ABT,"Abbott Laboratories",101.9,-3.99,-3.77%,106.3,101.63,5440600,2022-08-26
ACN,"Accenture Plc",298.13,-11.64,-3.76%,309.91,298,1701600,2022-08-26
ADBE,"Adobe Systems Inc",381.02,-22.91,-5.67%,405.54,380.5,3600100,2022-08-26
ADI,"Analog Devices",158.67,-8.4,-5.03%,167.48,158.51,4238400,2022-08-26
ADM,"Archer Daniels Midland",89.56,-1.35,-1.48%,90.94,89.5,2285800,2022-08-26
ADP,"Automatic Data Procs",250.48,-7.73,-2.99%,258.78,250.2,1718700,2022-08-26
ADSK,"Autodesk Inc",207.77,-12.38,-5.62%,220.31,207.46,1876100,2022-08-26
AEE,"Ameren Corp",94.79,-1.53,-1.59%,96.52,94.73,1098100,2022-08-26
AEP,"American Electric Power Company",101.82,-1.56,-1.51%,103.73,101.75,2004800,2022-08-26
AES,"The Aes Corp",25.63,-0.64,-2.44%,26.365,25.615,4253000,2022-08-26
AFL,"Aflac Inc",60.87,-1.37,-2.20%,62.57,60.83,1999200,2022-08-26
AIG,"American International Group",53,-2.26,-4.09%,55.62,52.95,5647900,2022-08-26
AIZ,"Assurant Inc",161.55,-4.22,-2.55%,165.23,161.53,343400,2022-08-26
AJG,"Arthur J. Gallagher & Company",187.7,-3.38,-1.77%,191.995,187.66,748700,2022-08-26
AKAM,"Akamai Technologies",92.04,-2.59,-2.74%,95.41,91.96,1477200,2022-08-26
ALB,"Albemarle Corp",288.16,-7.52,-2.54%,296.54,286.52,920800,2022-08-26
ALGN,"Align Technology",252.45,-20.54,-7.52%,271.96,252.12,868600,2022-08-26
ALK,"Alaska Air Group",44.89,-1.31,-2.84%,46.5,44.82,911100,2022-08-26
ALL,"Allstate Corp",125.05,-2.95,-2.30%,128.33,125.03,1079900,2022-08-26
ALLE,"Allegion Plc",97.66,-5.66,-5.48%,103.79,97.66,742000,2022-08-26
AMAT,"Applied Materials",98.8,-6.2,-5.90%,105,98.55,7757000,2022-08-26
AMCR,"Amcor Plc",12.42,-0.5,-3.87%,12.96,12.41,14397800,2022-08-26
AMD,"Adv Micro Devices",91.18,-6,-6.17%,97.6,91.12,65552500,2022-08-26
AME,"Ametek Inc",122.66,-4.65,-3.65%,127.68,122.27,592800,2022-08-26
AMGN,"Amgen Inc",240.65,-5.03,-2.05%,246.36,240.45,2969500,2022-08-26
AMP,"Ameriprise Financial Services",274.84,-8.81,-3.11%,285.7,274.66,531200,2022-08-26
AMT,"American Tower Corp",261.19,-7.05,-2.63%,268.31,261.07,1227300,2022-08-26
AMZN,"Amazon.com Inc",130.75,-6.53,-4.76%,137.83,130.5,53322598,2022-08-26
ANET,"Arista Networks Inc",123.03,-3.46,-2.74%,127.03,122.97,1310000,2022-08-26
ANSS,"Ansys Inc",254.31,-12.9,-4.83%,268.42,254.29,367600,2022-08-26
AON,"AON Plc",285.87,-4.37,-1.51%,292.52,285.69,856400,2022-08-26
AOS,"Smith A.O. Corp",58.43,-2.69,-4.40%,61.78,58.41,589900,2022-08-26
APA,"Apa Corp",40.18,-0.22,-0.54%,41.31,39.74,6616400,2022-08-26
APD,"Air Products and Chemicals",262.23,-4.36,-1.64%,267.98,262.11,1064000,2022-08-26
APH,"Amphenol Corp",75.47,-2.9,-3.70%,78.45,75.39,1313200,2022-08-26
APTV,"Aptiv Plc",94.55,-5.31,-5.32%,100.36,94.54,1253100,2022-08-26
ARE,"Alexandria Real Estate Equities",158,-3.95,-2.44%,162.49,157.87,700500,2022-08-26
ATO,"Atmos Energy Corp",115.99,-1.59,-1.35%,117.81,115.87,801600,2022-08-26
ATVI,"Activision Blizzard",78.63,-0.44,-0.56%,79.5,78.58,5149300,2022-08-26
AVB,"Avalonbay Communities",209.32,-4.07,-1.91%,214.95,209.02,691900,2022-08-26
AVGO,"Broadcom Ltd",520.86,-29.27,-5.32%,550.99,520,2568200,2022-08-26
AVY,"Avery Dennison Corp",188.78,-6.92,-3.54%,196.04,188.32,280300,2022-08-26
AWK,"American Water Works",151.09,-4.23,-2.72%,155.76,151.04,587500,2022-08-26
AXP,"American Express Company",157.31,-4.92,-3.03%,163.59,157.19,2373700,2022-08-26
AZO,Autozone,2163.02,-60.5801,-2.72%,2234.48,2162.2209,118700,2022-08-26
BA,"Boeing Company",164.53,-4.85,-2.86%,171.37,164.27,4957400,2022-08-26
BAC,"Bank of America Corp",34.03,-1.11,-3.16%,35.475,34.02,36152500,2022-08-26
BALL,"Ball Corporation",57.71,-2.78,-4.60%,60.47,57.71,2049400,2022-08-26
BAX,"Baxter International Inc",57.17,-2.75,-4.59%,60.11,57.12,2544700,2022-08-26
BBWI,"Bath & Body Works Inc",36.83,-1.1,-2.90%,38.36,36.524,2857100,2022-08-26
BBY,"Best Buy Company",74.15,-4.04,-5.17%,78.58,74.09,2648200,2022-08-26
BDX,"Becton Dickinson and Company",253.73,-6.28,-2.42%,260.63,253.53,727600,2022-08-26
BEN,"Franklin Resources",26.49,-0.88,-3.22%,27.51,26.3701,5437800,2022-08-26
BF.B,"Brown Forman Inc Cl B",75.75,-1.81,-2.33%,77.88,75.68,649800,2022-08-26
BIIB,"Biogen Inc",198.59,-6.24,-3.05%,206.29,198.53,973300,2022-08-26
BIO,"Bio-Rad Laboratories",495.28,-19.35,-3.76%,516.9,493.85,120700,2022-08-26
BK,"Bank of New York Mellon Corp",42,-1.5,-3.45%,43.85,41.99,3185400,2022-08-26
BKNG,"Booking Holdings Inc",1910.96,-97.58,-4.86%,2020.84,1908,383900,2022-08-26
BKR,"Baker Hughes A Ge Co. Cl A",26.13,-0.52,-1.95%,26.96,25.79,7216900,2022-08-26
BLK,"Blackrock Inc",676.44,-34.16,-4.81%,714.27,675.77,633200,2022-08-26
BMY,"Bristol-Myers Squibb Company",71.19,-0.31,-0.43%,72.04,71.125,7373200,2022-08-26
BR,"Broadridge Financial Solutions Llc",173.99,-2.49,-1.41%,176.88,173.63,954300,2022-08-26
BRK.B,"Berkshire Hathaway Cl B",289.96,-8.17,-2.74%,299.63,289.65,5280700,2022-08-26
BRO,"Brown & Brown",65.09,-1.48,-2.22%,66.71,65.06,624900,2022-08-26
BSX,"Boston Scientific Corp",40.52,-1.26,-3.02%,41.94,40.45,3921500,2022-08-26
BWA,"Borgwarner Inc",37.97,-0.91,-2.34%,39.24,37.95,2162200,2022-08-26
BXP,"Boston Properties",81.51,-2.61,-3.10%,84.08,81.49,1226900,2022-08-26
C,"Citigroup Inc",49.78,-2.28,-4.38%,52.34,49.75,20049600,2022-08-26
CAG,"Conagra Brands Inc",34.91,-0.67,-1.88%,35.73,34.895,1886600,2022-08-26
CAH,"Cardinal Health",67.6,-1.5,-2.17%,69.38,67.58,1853400,2022-08-26
CARR,"Carrier Global Corp",40.24,-1.75,-4.17%,42.24,40.195,2669400,2022-08-26
CAT,"Caterpillar Inc",191.92,-6.96,-3.50%,200.3677,191.73,2560300,2022-08-26
CB,"Chubb Ltd",193.51,-4,-2.03%,198.25,193.35,1130200,2022-08-26
CBOE,"CBOE Global Markets Inc",120.35,-2.94,-2.38%,124.23,119.98,477400,2022-08-26
CBRE,"CBRE Group Inc",80.43,-3.02,-3.62%,83.56,80.39,1098100,2022-08-26
CCI,"Crown Castle Inc",173.41,-4.01,-2.26%,177.98,173.29,1384500,2022-08-26
CCL,"Carnival Corp",9.97,-0.57,-5.41%,10.8601,9.97,46325400,2022-08-26
CDAY,"Ceridian Hcm Holding Inc",61.21,-2.96,-4.61%,64.6,61.13,715200,2022-08-26
CDNS,"Cadence Design Sys",177.83,-6.97,-3.77%,184.42,177.48,1750100,2022-08-26
CDW,"CDW Corp",179.69,-8.21,-4.37%,187.9,179.38,987100,2022-08-26
CE,"Celanese Corp",113.89,-4.73,-3.99%,119.32,113.73,881300,2022-08-26
CEG,"Constellation Energy Corp",80.83,-1.91,-2.31%,83.23,80.6,1641100,2022-08-26
CF,"Cf Industries Holdings",118.35,0.94999999999999,+0.81%,119.5983,116.6106,2570800,2022-08-26
CFG,"Citizens Financial Group Inc/Ri",37.26,-1.44,-3.72%,39.03,37.245,4262900,2022-08-26
CHD,"Church & Dwight Company",85.3,-1.42,-1.64%,86.95,85.18,925700,2022-08-26
CHRW,"C.H. Robinson Ww",115.31,-4.24,-3.55%,119.49,115.19,745900,2022-08-26
CHTR,"Charter Communicatio",425.77,-12.77,-2.91%,446.01,425.35,1188700,2022-08-26
CI,"Cigna Corp",284.87,-6.98,-2.39%,292.17,284.65,1724100,2022-08-26
CINF,"Cincinnati Financial",100.83,-2.09,-2.03%,103.52,100.73,495900,2022-08-26
CL,"Colgate-Palmolive Company",79.21,-1.71,-2.11%,81.2,79.07,3407500,2022-08-26
CLX,"Clorox Company",144.73,-3.17,-2.14%,148.22,144.58,849500,2022-08-26
CMA,"Comerica Inc",81.82,-1.07,-1.29%,83.58,81.72,742600,2022-08-26
CMCSA,"Comcast Corp A",36.8,-0.8,-2.13%,38.08,36.78,21742201,2022-08-26
CME,"CME Group Inc",196.35,-2.78,-1.40%,200.43,196.18,1056400,2022-08-26
CMG,"Chipotle Mexican Grill",1627.86,-35.38,-2.13%,1667.78,1625.3199,160500,2022-08-26
CMI,"Cummins Inc",222.5,-6.47,-2.83%,230.32,222.35,863400,2022-08-26
CMS,"Cms Energy Corp",68.76,-0.88,-1.26%,69.89,68.56,1521800,2022-08-26
CNC,"Centene Corp",89.94,-5.79,-6.05%,92.21,89.1,7036300,2022-08-26
CNP,"Centerpoint Energy Inc",31.75,-0.62,-1.92%,32.5,31.73,2505300,2022-08-26
COF,"Capital One Financial Corp",109.82,-3.84,-3.38%,114.41,109.6776,2212300,2022-08-26
COO,"Cooper Companies",296.57,-17.46,-5.56%,314.835,296.55,312200,2022-08-26
COP,Conocophillips,112.12,0.040000000000006,+0.04%,114.25,111.49,6508800,2022-08-26
COST,"Costco Wholesale",531.82,-18.95,-3.44%,552.67,531.67,1886700,2022-08-26
CPB,"Campbell Soup Company",50.69,-0.5,-0.98%,51.58,50.68,2357300,2022-08-26
CPRT,"Copart Inc",122.37,-3.86,-3.06%,126.5,122.24,829200,2022-08-26
CPT,"Camden Property Trust",134.7,-3.49,-2.53%,138.19,134.66,696100,2022-08-26
CRL,"Charles River Laboratories Intl",204.81,-9.04,-4.23%,213.19,204.22,621500,2022-08-26
