Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAPL,"Apple Inc",192.42,-1.75,-0.90%,194.76,191.94,44594000,2024-01-26
ABBV,"Abbvie Inc",164.4,-0.72999999999999,-0.44%,165.86,163.5,4654400,2024-01-26
ABT,"Abbott Laboratories",112.01,-0.44,-0.39%,113.41,111.54,5176600,2024-01-26
ACN,"Accenture Plc",371.07,-0.87,-0.23%,374.14,369.81,1404700,2024-01-26
ADBE,"Adobe Systems Inc",613.93,-8.65,-1.39%,622.5,613,2137800,2024-01-26
AIG,"American International Group",69.53,0.55,+0.80%,69.65,68.995,2564500,2024-01-26
AMD,"Adv Micro Devices",177.25,-3.08,-1.71%,181.23,174.15,107381102,2024-01-26
AMGN,"Amgen Inc",311.77,1.51,+0.49%,312.02,309.86,2035700,2024-01-26
AMT,"American Tower Corp",197.29,-2.92,-1.46%,199.83,197.08,1831000,2024-01-26
AMZN,"Amazon.com Inc",159.12,1.37,+0.87%,160.72,157.91,51047301,2024-01-26
AVGO,"Broadcom Ltd",1204.88,-25.12,-2.04%,1221.21,1200.23,2581700,2024-01-26
AXP,"American Express Company",201.43,13.36,+7.10%,204.77,192.26,13555400,2024-01-26
BA,"Boeing Company",205.47,3.59,+1.78%,206.75,203,9911100,2024-01-26
BAC,"Bank of America Corp",33.43,0.039999999999999,+0.12%,33.675,33.3241,30839800,2024-01-26
BK,"Bank of New York Mellon Corp",55.33,-0.010000000000005,-0.02%,55.83,55.13,3115500,2024-01-26
BKNG,"Booking Holdings Inc",3519.6,16.35,+0.47%,3536.7,3480,209600,2024-01-26
BLK,"Blackrock Inc",787.3,-3.1600000000001,-0.40%,793.28,785.485,687900,2024-01-26
BMY,"Bristol-Myers Squibb Company",49.7,0.090000000000003,+0.18%,50.2,49.65,10855400,2024-01-26
BRK.B,"Berkshire Hathaway Cl B",385.4,4.55,+1.19%,385.73,380,3624300,2024-01-26
C,"Citigroup Inc",53.67,-0.059999999999995,-0.11%,53.99,53.61,14041100,2024-01-26
CAT,"Caterpillar Inc",299.43,-1.34,-0.45%,302.98,298.66,2920400,2024-01-26
CHTR,"Charter Communications Inc",377.07,8,+2.17%,380.19,370.56,1041100,2024-01-26
CL,"Colgate-Palmolive Company",82.83,1.61,+1.98%,83.6201,81.08,8668800,2024-01-26
CMCSA,"Comcast Corp A",46.26,0.99,+2.19%,46.32,45.33,20086301,2024-01-26
COF,"Capital One Financial Corp",138.72,6.17,+4.65%,139.475,132.55,5350400,2024-01-26
COP,Conocophillips,112.23,0.18000000000001,+0.16%,112.45,110.44,4155900,2024-01-26
COST,"Costco Wholesale",686.88,6.98,+1.03%,687.24,679.5,1825500,2024-01-26
CRM,"Salesforce Inc",279.94,0.91000000000003,+0.33%,283.34,278.685,4877300,2024-01-26
CSCO,"Cisco Systems Inc",52.14,-0.19,-0.36%,52.62,51.99,13160300,2024-01-26
CVS,"CVS Corp",73,1.01,+1.40%,73.02,71.96,11689100,2024-01-26
CVX,"Chevron Corp",149.14,0.56999999999999,+0.38%,149.26,146.98,9151800,2024-01-26
DE,"Deere & Company",393.62,0.61000000000001,+0.16%,396.72,393.0722,884800,2024-01-26
DHR,"Danaher Corp",233,5.61,+2.47%,240.58,232.87,6344000,2024-01-26
DIS,"Walt Disney Company",95.36,0.5,+0.53%,95.53,94.7,7812700,2024-01-26
DOW,"Dow Inc",54.06,-0.88,-1.60%,55.295,53.7563,5240800,2024-01-26
DUK,"Duke Energy Corp",95.87,0.14,+0.15%,96.3,95.24,3554100,2024-01-26
EMR,"Emerson Electric Company",95.06,-1.18,-1.23%,96.48,94.71,2344500,2024-01-26
EXC,"Exelon Corp",35.01,0.11,+0.32%,35.03,34.65,6182200,2024-01-26
F,"Ford Motor Company",11.39,0.050000000000001,+0.44%,11.5,11.3,35837000,2024-01-26
FDX,"Fedex Corp",251.55,-1.58,-0.62%,254.4399,250.78,1755700,2024-01-26
GD,"General Dynamics Corp",265.07,-0.79000000000002,-0.30%,267.97,262.05,1329900,2024-01-26
GE,"General Electric Company",131.19,1.26,+0.97%,132.24,130.39,3748100,2024-01-26
