Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
A,"Agilent Technologies",125.05,-2.66,-2.08%,127.36,124.97,1742600,2023-08-03
AAL,"American Airlines Gp",15.98,0.03,+0.19%,16.02,15.7,40490602,2023-08-03
AAP,"Advance Auto Parts Inc",72.03,2.39,+3.43%,72.05,69.06,2782900,2023-08-03
ABC,"Amerisourcebergen Corp",191.36,-0.07,-0.04%,194.37,190.71,1640900,2023-08-03
ABT,"Abbott Laboratories",107.54,-1.08,-0.99%,108.31,107.14,4947800,2023-08-03
ACN,"Accenture Plc",317.13,-0.65,-0.20%,318.36,314.14,1355800,2023-08-03
ADBE,"Adobe Systems Inc",523.76,-6.54,-1.23%,530.91,522.22,2187500,2023-08-03
ADI,"Analog Devices",191.49,-0.97,-0.50%,193.24,188.93,3040600,2023-08-03
ADM,"Archer Daniels Midland",84.97,0.18,+0.21%,85.5,84.29,2134200,2023-08-03
ADSK,"Autodesk Inc",202.62,-4.16,-2.01%,206.04,202.33,1427300,2023-08-03
AEE,"Ameren Corp",82.92,-1.47,-1.74%,85.74,82.12,1705800,2023-08-03
AEP,"American Electric Power Company",81.99,-2.51,-2.97%,84.43,81.98,3287900,2023-08-03
AES,"The Aes Corp",20.65,-0.39,-1.85%,20.96,20.63,6385000,2023-08-03
AFL,"Aflac Inc",77.05,0.81,+1.06%,77.33,75.68,2800500,2023-08-03
AIG,"American International Group",61.14,-0.13,-0.21%,61.45,60.96,3865000,2023-08-03
AIZ,"Assurant Inc",141.69,-1.07,-0.75%,143.29,139.22,568900,2023-08-03
AJG,"Arthur J. Gallagher & Company",222.2,0.65,+0.29%,222.68,220.45,855600,2023-08-03
AKAM,"Akamai Technologies",92.74,0.32,+0.35%,93.16,91.84,851100,2023-08-03
ALGN,"Align Technology",366.24,-1.16,-0.32%,367.4,362.19,412500,2023-08-03
ALK,"Alaska Air Group",46.81,-1.11,-2.32%,47.56,46.62,1878200,2023-08-03
ALL,"Allstate Corp",111.36,4.85,+4.55%,111.92,105.85,2727300,2023-08-03
ALLE,"Allegion Plc",111.59,-2.89,-2.52%,113.36,111.34,1170900,2023-08-03
AMCR,"Amcor Plc",9.77,-0.08,-0.81%,9.9,9.75,13851399,2023-08-03
AMD,"Adv Micro Devices",113.15,3.8,+3.48%,114.96,108.95,90811508,2023-08-03
AME,"Ametek Inc",157.85,-0.84,-0.53%,158.92,157.32,941300,2023-08-03
AMT,"American Tower Corp",185.75,-4.87,-2.55%,190.3,183.68,2493000,2023-08-03
