Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
A,"Agilent Technologies",125.05,-2.66,-2.08%,127.36,124.97,1742600,2023-08-03
AAPL,"Apple Inc",191.17,-1.41,-0.73%,192.37,190.69,62243199,2023-08-03
ABBV,"Abbvie Inc",149.05,-0.33,-0.22%,149.36,148.18,4674300,2023-08-03
ABT,"Abbott Laboratories",107.54,-1.08,-0.99%,108.31,107.14,4947800,2023-08-03
ACGL,"Arch Capital Grp Ltd",77.39,0.03,+0.04%,77.78,76.36,1815600,2023-08-03
ACN,"Accenture Plc",317.13,-0.65,-0.20%,318.36,314.14,1355800,2023-08-03
ADBE,"Adobe Systems Inc",523.76,-6.54,-1.23%,530.91,522.22,2187500,2023-08-03
ADI,"Analog Devices",191.49,-0.97,-0.50%,193.24,188.93,3040600,2023-08-03
ADM,"Archer Daniels Midland",84.97,0.18,+0.21%,85.5,84.29,2134200,2023-08-03
ADP,"Automatic Data Procs",248,0.64,+0.26%,248.81,246.11,1129000,2023-08-03
ADSK,"Autodesk Inc",202.62,-4.16,-2.01%,206.04,202.33,1427300,2023-08-03
AES,"The Aes Corp",20.65,-0.39,-1.85%,20.96,20.63,6385000,2023-08-03
AJG,"Arthur J. Gallagher & Company",222.2,0.65,+0.29%,222.68,220.45,855600,2023-08-03
ALB,"Albemarle Corp",199.35,-3.54,-1.74%,214.99,198.82,3204500,2023-08-03
AMAT,"Applied Materials",147.81,0.48,+0.33%,148.7,145.36,4339000,2023-08-03
AMD,"Adv Micro Devices",113.15,3.8,+3.48%,114.96,108.95,90811508,2023-08-03
AME,"Ametek Inc",157.85,-0.84,-0.53%,158.92,157.32,941300,2023-08-03
AMGN,"Amgen Inc",230.7,0.29,+0.13%,231.1,228.21,2322900,2023-08-03
AMP,"Ameriprise Financial Services",352.49,4.73,+1.36%,354.56,344.68,422600,2023-08-03
AMT,"American Tower Corp",185.75,-4.87,-2.55%,190.3,183.68,2493000,2023-08-03
AMZN,"Amazon.com Inc",128.91,0.7,+0.55%,129.84,126.41,91163695,2023-08-03
ANET,"Arista Networks Inc",177.76,0.48,+0.27%,180.93,174,2789300,2023-08-03
AON,"AON Plc",317.32,-6.07,-1.88%,322.08,317.15,1464900,2023-08-03
APA,"Apa Corp",41.66,2.65,+6.79%,42.09,40.24,7395400,2023-08-03
APD,"Air Products and Chemicals",281.82,-17.5,-5.85%,293.16,281.3,2357600,2023-08-03
APH,"Amphenol Corp",88.48,0.1,+0.11%,88.78,87.56,2938500,2023-08-03
ATO,"Atmos Energy Corp",118.34,-3.14,-2.58%,122.84,117.69,1123500,2023-08-03
ATVI,"Activision Blizzard",91.68,0.05,+0.05%,92,91.5,7500800,2023-08-03
AVGO,"Broadcom Ltd",884.98,-7.32,-0.82%,895.33,881.08,1829200,2023-08-03
AXON,"Axon Enterprise Inc",177.1,-0.92,-0.52%,178.82,175.37,457600,2023-08-03
AXP,"American Express Company",166.41,-0.34,-0.20%,166.66,165.03,1710100,2023-08-03
AZO,Autozone,2476.95,43.06,+1.77%,2486.88,2443,142300,2023-08-03
