Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAPL,"Apple Inc",194.71,1.53,+0.79%,194.72,191.72,52696898,2023-12-12
ABBV,"Abbvie Inc",153.24,2,+1.32%,153.59,150.165,5882200,2023-12-12
ABT,"Abbott Laboratories",106.68,0.46000000000001,+0.43%,107.22,105.56,5354500,2023-12-12
ACN,"Accenture Plc",343.22,0.91000000000003,+0.27%,343.25,341.2,1935300,2023-12-12
ADBE,"Adobe Systems Inc",633.66,8.46,+1.35%,633.89,623,2968800,2023-12-12
AIG,"American International Group",66.95,0.77,+1.16%,67.39,66.14,5164000,2023-12-12
AMD,"Adv Micro Devices",137.61,3.2,+2.38%,139.89,131.9,111677797,2023-12-12
AMGN,"Amgen Inc",273.99,1.85,+0.68%,277.25,273.26,2557000,2023-12-12
AMT,"American Tower Corp",205.05,-0.54999999999998,-0.27%,205.98,203.58,1712800,2023-12-12
AMZN,"Amazon.com Inc",147.48,1.59,+1.09%,147.5,145.3,44944199,2023-12-12
AVGO,"Broadcom Ltd",1072.28,43.04,+4.18%,1079.39,1024.58,9024100,2023-12-12
AXP,"American Express Company",171.04,2.65,+1.57%,171.08,167.77,2946300,2023-12-12
BA,"Boeing Company",248.63,0.54999999999998,+0.22%,250.5686,247.4,5719200,2023-12-12
BAC,"Bank of America Corp",30.74,-0.11,-0.36%,30.86,30.45,34566600,2023-12-12
BK,"Bank of New York Mellon Corp",49.91,0.36,+0.73%,50.135,49.48,3382300,2023-12-12
BKNG,"Booking Holdings Inc",3402.5,55.79,+1.67%,3404.89,3348.55,242900,2023-12-12
BLK,"Blackrock Inc",759.29,6.88,+0.91%,759.44,752.67,607700,2023-12-12
BMY,"Bristol-Myers Squibb Company",50.51,-0.58000000000001,-1.14%,50.94,49.8,14215500,2023-12-12
BRK.B,"Berkshire Hathaway Cl B",360.02,2.96,+0.83%,360.405,356.76,3193000,2023-12-12
C,"Citigroup Inc",48.06,-0.089999999999996,-0.19%,48.11,47.71,14735600,2023-12-12
CAT,"Caterpillar Inc",261.43,0.50999999999999,+0.20%,262.49,259.12,2375700,2023-12-12
CHTR,"Charter Communications Inc",367.06,-7.57,-2.02%,378.29,366.62,968800,2023-12-12
CL,"Colgate-Palmolive Company",78.59,0.95,+1.22%,78.6,77.525,3798500,2023-12-12
CMCSA,"Comcast Corp A",42.67,0.01,+0.02%,43.14,42.16,17533600,2023-12-12
COF,"Capital One Financial Corp",120.29,1.48,+1.25%,121.058,118.52,3666300,2023-12-12
COP,Conocophillips,111.06,-1.1,-0.98%,111.475,109.7,6888800,2023-12-12
COST,"Costco Wholesale",629.5,5.64,+0.90%,629.69,623.21,2374300,2023-12-12
CRM,"Salesforce Inc",256.45,4.35,+1.73%,256.58,251.02,5827500,2023-12-12
CSCO,"Cisco Systems Inc",49.33,-0.06,-0.12%,49.59,49.1,18712199,2023-12-12
CVS,"CVS Corp",73.59,-0.17,-0.23%,74.274,73.38,7249400,2023-12-12
CVX,"Chevron Corp",142.5,-1.85,-1.28%,143.59,141.75,9863800,2023-12-12
DE,"Deere & Company",359.39,-1.64,-0.45%,361.37,355.6,1832100,2023-12-12
DHR,"Danaher Corp",219.75,-1.6,-0.72%,222.05,218.48,2892200,2023-12-12
DIS,"Walt Disney Company",91.07,-1.13,-1.23%,92.2,90.8614,13218400,2023-12-12
DOW,"Dow Inc",50.82,-0.46,-0.90%,51.3623,50.59,4350400,2023-12-12
DUK,"Duke Energy Corp",95.33,-0.030000000000001,-0.03%,95.5,94.12,3942700,2023-12-12
EMR,"Emerson Electric Company",90.44,0.72,+0.80%,90.82,89.17,2905600,2023-12-12
EXC,"Exelon Corp",39.44,-0.08,-0.20%,39.66,39.18,5695600,2023-12-12
F,"Ford Motor Company",11.16,0.09,+0.81%,11.2,11.05,40206200,2023-12-12
FDX,"Fedex Corp",273.01,1.63,+0.60%,276.25,272.14,1539900,2023-12-12
GD,"General Dynamics Corp",253.2,0.78,+0.31%,254.35,251.6961,863900,2023-12-12
GE,"General Electric Company",122.32,2.04,+1.70%,122.475,120.61,3722600,2023-12-12
GILD,"Gilead Sciences Inc",80.82,0.73,+0.91%,81.18,80.06,6118300,2023-12-12
GM,"General Motors Company",33.42,-0.16,-0.48%,33.91,33.36,22492000,2023-12-12
GOOG,"Alphabet Cl C",133.64,-1.06,-0.79%,134.54,132.83,26583900,2023-12-12
GOOGL,"Alphabet Cl A",132.52,-0.77,-0.58%,133,131.26,29032801,2023-12-12
GS,"Goldman Sachs Group",352.61,0.85000000000002,+0.24%,353.9956,349.58,1597600,2023-12-12
HD,"Home Depot",333.2,1.87,+0.56%,334.52,330.32,2893500,2023-12-12
HON,"Honeywell International Inc",201.51,1.12,+0.56%,202.3,200.86,3094000,2023-12-12
IBM,"International Business Machines",164.71,1.2,+0.73%,166.34,162.92,5292200,2023-12-12
INTC,"Intel Corp",44.04,-0.5,-1.12%,44.44,43.63,31452102,2023-12-12
JNJ,"Johnson & Johnson",155.07,0.0099999999999909,+0.01%,155.32,153.65,5324400,2023-12-12
JPM,"JP Morgan Chase & Company",160.52,1.42,+0.89%,160.645,158.88,10222900,2023-12-12
KHC,"Kraft Heinz Company",37.26,0.48,+1.31%,37.45,36.77,9353800,2023-12-12
KO,"Coca-Cola Company",59.42,0.38,+0.64%,59.42,58.895,12899000,2023-12-12
LIN,"Linde Plc",426.72,18.48,+4.53%,434.21,420.3,6829000,2023-12-12
LLY,"Eli Lilly and Company",584.76,0.72000000000003,+0.12%,585.85,578.1663,2846000,2023-12-12
LMT,"Lockheed Martin Corp",451.63,0.37,+0.08%,453.75,450.37,1008200,2023-12-12
LOW,"Lowe's Companies",208.7,2.36,+1.14%,208.86,205.84,3552200,2023-12-12
MA,"Mastercard Inc",420.75,5.04,+1.21%,421,414.7,2736700,2023-12-12
MCD,"McDonald's Corp",291.42,2.27,+0.79%,291.7,288.51,2252200,2023-12-12
MDLZ,"Mondelez Intl Inc",72.27,0.52,+0.72%,72.38,71.57,5850100,2023-12-12
MDT,"Medtronic Inc",80.08,0.36,+0.45%,80.22,79.22,5263300,2023-12-12
MET,"Metlife Inc",65.2,0.26000000000001,+0.40%,65.4,64.8151,2902100,2023-12-12
META,"Meta Platforms Inc",334.22,8.94,+2.75%,334.47,324.56,18485400,2023-12-12
MMM,"3M Company",102.56,-0.59999999999999,-0.58%,103.725,102.34,4674500,2023-12-12
MO,"Altria Group",41.36,-0.030000000000001,-0.07%,41.51,41.28,7522000,2023-12-12
MRK,"Merck & Company",104.36,-0.010000000000005,-0.01%,104.785,103.42,7933500,2023-12-12
